"","Taxa","Mean","SD","Int","Agr","Urb","Agr_se","Urb_se","Agr_p","Urb_p","Time","form","adjusted_p_agr","adjusted_p_urb","ratio_mean_agr","log_ratio_mean_agr","ratio_propoagated_se_agr","ratio_mean_urb","log_ratio_mean_urb","ratio_propoagated_se_urb"
"1","Panurginus",7.11457581444589,58.0630651718391,-3.3212629784596,1.81724670294233,NA,1.36914353654788,NA,0.185148721405441,NA,34.2677211761475,1,0.298626970008775,NA,6.15488886205129,0.789220215344732,2.10075732183097,NA,NA,NA
"2","Amegilla",7.11457581444589,58.0630651718391,2.58474311314183,-1.93034060465517,0.940315191386792,0.919597683027357,0.841793011184801,0.0364713433656449,0.264689252011719,33.7089819908142,1,0.0958108504898625,0.661723130029296,0.145098768750008,-0.838336272795526,1.12708140223744,2.5607884295975,0.408373698869084,1.07515126174929
"3","Lipotriches",7.11457581444589,58.0630651718391,1.22530602154877,-0.162478653234593,NA,0.50636220764161,NA,0.748603431756594,NA,3.94436597824097,1,0.796386629528291,NA,0.850034235513139,-0.0705635825268558,1.05246299345213,NA,NA,NA
"4","Melitta",7.11457581444589,58.0630651718391,-2.02003991876126,-1.98154008786647,NA,0.984088276368332,NA,0.0443695376181257,NA,4.72461768388748,1,0.0987071580500738,NA,0.137856762210936,-0.860571925830492,1.25091166066703,NA,NA,NA
"5","Anthidium",7.11457581444589,58.0630651718391,-1.08554042998872,-2.64095466257002,0.716504287939795,0.627190513310763,0.342235890786193,2.77510891641963e-05,0.0365479671925417,46.881334066391,1,0.000346888614552454,0.213196475289827,0.0712931761316846,-1.14695203691083,0.966886824702534,2.04726404166838,0.311173858512272,0.739209880595684
"6","Panurgus",7.11457581444589,58.0630651718391,-1.61588432709971,-0.600696554244425,0.828801751975041,1.12745167583481,0.608452274200664,0.594375253989877,0.173662476490249,4.07444071769714,1,0.707589588083186,0.552562425196248,0.548429492126967,-0.260879198806651,1.60010350035253,2.29057242132728,0.359944027474508,1.15639283356015
"7","Svastra",7.11457581444589,58.0630651718391,-0.90580817901486,-0.195115949448928,-0.285848263400236,0.898663298422471,0.366954671565373,0.828281607124252,0.43668212169993,5.67307114601135,1,0.845185313392094,0.850229071026863,0.822739256361852,-0.0847377801769832,1.52922608737049,0.751376618630731,-0.12414232345635,1.18991886420688
"8","Stelis",7.11457581444589,58.0630651718391,-1.62788279521414,-0.876076648877103,-0.758664964286363,0.546665168784064,0.517850775264966,0.109412188658104,0.143297527586101,40.1572079658508,1,0.203594739137895,0.501541346551355,0.416413447173987,-0.380475254331618,0.8538835132925,0.468291195343261,-0.329484007602895,0.871984631966029
"9","Nomia",7.11457581444589,58.0630651718391,0.0514857731459588,-0.598904103005974,0.282413481330217,0.768365322907943,1.21119206245352,0.436424977065369,0.815813681006308,8.9695930480957,1,0.56440752695588,0.921079962426477,0.549413406795433,-0.260100747124711,1.8182945986174,1.32632701808321,0.1226506165568,2.28387112034378
"10","Calliopsis",7.11457581444589,58.0630651718391,-1.99292889937165,-1.38633552767852,-0.113526039320017,0.628739873539811,0.577209507404864,0.0279724013549871,0.84416772186905,20.2548639774323,1,0.0874137542343348,0.923308445794274,0.249989708572176,-0.602077869737213,1.0110682506491,0.892680951303578,-0.0493037324290152,0.968947227686966
"11","Nomada",7.11457581444589,58.0630651718391,-0.782122459313545,0.0929990586889099,-0.61362725755507,0.286679801773292,0.3217938744201,0.7456710977754,0.0566869958854177,8.5713033636411,1,0.796386629528291,0.248005606998702,1.09746070221567,0.0403889780107903,0.638428060530487,0.541383565644693,-0.266494931901593,0.702170797909084
"12","Hoplitis",7.11457581444589,58.0630651718391,-0.551407108197166,-0.981270520028135,-0.24193121671532,0.230839303929209,0.420003795281201,2.25419367327895e-05,0.564682892891224,2.79889358282089,1,0.000346888614552454,0.850229071026863,0.374834561372836,-0.426160372102553,0.598404695925895,0.785110178151528,-0.105069392419603,0.744521931878993
"13","Dasypoda",7.11457581444589,58.0630651718391,-2.33495011865744,1.11080679069979,0.612577297806828,1.43813612009394,0.674836462122833,0.440237871025586,0.364441669725287,3.92571206887563,2,0.56440752695588,0.797216152524066,3.03680747438276,0.48241725966158,2.0515144638683,1.84518085634361,0.26603894017671,1.63136931690286
"14","Chelostoma",7.11457581444589,58.0630651718391,-2.26923332088504,-0.647234627447137,0.277673311417946,0.398975323725275,0.540133656798589,0.105062955582217,0.607306479304902,6.25668171644211,1,0.203594739137895,0.850229071026863,0.523491425781195,-0.281090427196999,0.597169721610997,1.32005487990276,0.120591986920617,0.801343505513811
"15","Triepeolus",7.11457581444589,58.0630651718391,-3.12881361219733,0.278891989612308,0.069577572281168,0.448806205628504,0.56741782394306,0.534518953211331,0.902439620153884,37.9976229667664,1,0.651852381965037,0.949886516274951,1.32166458265586,0.121121252135645,0.900451232667481,1.07205521974826,0.0302171557059358,0.992854629155999
"16","Sphecodes",7.11457581444589,58.0630651718391,-1.03701854020075,-0.208393681857559,0.0241854754499421,0.253054045557184,0.279223005649596,0.410330565443964,0.930986070620273,3.67366160154343,1,0.554500764113465,0.949886516274951,0.811887348468864,-0.0905042260942395,0.539668718342847,1.02448031621767,0.0105036185301165,0.572688340260421
"17","Perdita",7.11457581444589,58.0630651718391,-2.82601233459797,-1.48268367362211,NA,0.714163306082209,NA,0.0385330852630188,NA,5.6038746158282,1,0.0958108504898625,NA,0.227027602126457,-0.643921337862123,1.02236061977582,NA,NA,NA
"18","Peponapis",7.11457581444589,58.0630651718391,-1.34383234266637,1.48607912750083,0.565713258782108,0.451525228916618,0.574384446904617,0.00105315732234024,0.32504955907619,1.0800888856252,1,0.00658223326462648,0.758448971177777,4.41973229494496,0.645395964745211,0.913722027013468,1.76070317195998,0.245686146628576,1.00078574931409
"19","Ashmeadiella",7.11457581444589,58.0630651718391,-3.36813650653077,-1.17957024504292,-1.93320286669289,0.820941284507123,1.07311581601286,0.151367579460784,0.0722111071036196,49.4064021110535,1,0.260978585277213,0.280820972069632,0.307410821541867,-0.512280848439407,1.58483964811764,0.144684051849847,-0.839579337404269,1.88004517738903
"20","Protandrena",7.11457581444589,58.0630651718391,-1.6080009833945,1.47728951426013,NA,0.404270922816549,NA,0.000305098672460868,NA,8.53681302070618,1,0.0025424889371739,NA,4.38105478662424,0.641578684216709,0.833486675779017,NA,NA,NA
"21","Partamona",7.11457581444589,58.0630651718391,2.00796960283746,-1.49523516124357,NA,0.543973869941006,NA,0.00675468206651297,NA,9.17048311233521,1,0.0259795464096653,NA,0.224195876349856,-0.649372379675803,1.15346759524465,NA,NA,NA
"22","Heriades",7.11457581444589,58.0630651718391,-1.64130925408205,-1.2984848869102,0.277609514106312,0.365464745692808,0.446128400746025,0.000395667441672298,0.533886496933036,3.38035308122635,1,0.00282619601194499,0.850229071026863,0.272945022486653,-0.563924821219866,0.818496464851737,1.31997066663653,0.120564280100214,0.881703405585787
"23","Halictus",7.11457581444589,58.0630651718391,1.93021135305376,-0.715761916864028,-0.0935034366395238,0.239905819348376,0.248694903570624,0.00287762388603774,0.706966781417337,14.7631451010704,1,0.0130801085728988,0.883708476771672,0.488819530032793,-0.310851450850542,0.553831033831699,0.910734887553311,-0.0406080265715355,0.602658025208284
"24","Eulaema",7.11457581444589,58.0630651718391,0.0301755489486845,-1.13580874593397,NA,0.535935501983539,NA,0.0358427787475075,NA,2.55236005783081,1,0.0958108504898625,NA,0.321162277588625,-0.493275470856574,1.36621593014206,NA,NA,NA
"25","Euglossa",7.11457581444589,58.0630651718391,1.68006453596922,-1.92594026297084,NA,0.679616317529971,NA,0.00526940913266483,NA,1.73570609092712,1,0.0219558713861034,NA,0.14573865974748,-0.836425228683535,1.12471733346549,NA,NA,NA
"26","Colletes",7.11457581444589,58.0630651718391,-2.26671956332263,-1.04155176827469,-0.225690371732833,0.339337611668826,0.393516776529288,0.00217664914448257,0.566362087815848,5.56599555015564,1,0.0120924952471254,0.850229071026863,0.352906627533485,-0.452340185578274,0.502727933209223,0.797965135981611,-0.0980160830622629,0.569149264810252
"27","Agapostemon",7.11457581444589,58.0630651718391,1.65174194240912,-0.519406850152372,0.29802359916862,0.387680858928301,0.227286344358692,0.180579003739328,0.190040707097905,4.72303651571274,1,0.298626970008775,0.554285395702223,0.594873292347429,-0.225575528883925,0.682245763334907,1.34719358015288,0.129430004595878,0.58241862159144
"28","Xylocopa",7.11457581444589,58.0630651718391,-0.0709995353334318,-1.13182330023175,0.29728408439064,0.305867068296326,0.487768691077554,0.000223775976066598,0.542308618802458,3.83706138134003,1,0.00223775976066598,0.850229071026863,0.322444806434478,-0.491544613780174,0.789839183570664,1.3461976788788,0.129108837408516,0.959126989846836
"29","Scaptotrigona",7.11457581444589,58.0630651718391,-1.63937225688194,-0.135991382494008,NA,1.14631726408462,NA,0.905756329212607,NA,12.0428681373596,1,0.905756329212607,NA,0.872850154247744,-0.059060307003542,2.03746609650367,NA,NA,NA
"30","Plebeia",7.11457581444589,58.0630651718391,-0.765189059578511,-1.28256942275244,NA,0.554421550038722,NA,0.0219153691116571,NA,3.8367178440094,1,0.0730512303721905,NA,0.277323822093675,-0.557012822959225,1.76139169157557,NA,NA,NA
"31","Melissodes",7.11457581444589,58.0630651718391,0.957586475529434,-0.548102795984414,0.0227210322167207,0.262170901713586,0.361427796375719,0.0368064659254745,0.949886516274951,6.00752558310827,1,0.0958108504898625,0.949886516274951,0.578045440866178,-0.238038019811775,0.851381851151453,1.02298112096212,0.00986761891486777,0.914221876074116
"32","Melipona",7.11457581444589,58.0630651718391,-0.651784673702932,-1.09035777410591,NA,0.540139592621269,NA,0.045405292703034,NA,1.95864820480347,1,0.0987071580500738,NA,0.336096225666985,-0.473536364594507,1.10466975664031,NA,NA,NA
"33","Megachile",7.11457581444589,58.0630651718391,0.326943411323991,-0.634552990433753,-0.0681769285239897,0.212182553088005,0.235350110834771,0.00281022926773744,0.772081668582315,24.0163263996442,1,0.0130801085728988,0.921079962426477,0.530172427503436,-0.275582862220586,0.523895587483138,0.934095190872645,-0.0296088638510811,0.558811929683265
"34","Diadasia",7.11457581444589,58.0630651718391,-0.245640308988313,-0.401195934392585,-0.173174190755243,0.307612081094072,0.366438056201521,0.192789201667163,0.636724736116138,50.5911960601807,1,0.301233127604942,0.857129452464032,0.66951886641317,-0.174237180468719,0.955875003137085,0.840991109208564,-0.0752085954530634,1.023262396856
"35","Coelioxys",7.11457581444589,58.0630651718391,-2.41510082242246,-0.696325442959249,-0.445128675389776,0.441824460309907,0.373517331524037,0.115241570607717,0.233568024500341,4.12871119976044,1,0.205788518942352,0.62883698903938,0.498413391465046,-0.30241029748604,0.657560139113747,0.640741823023773,-0.193316927458683,0.578317768652472
"36","Bombus",7.11457581444589,58.0630651718391,2.18433572442426,-0.421702533646567,-0.109769588331116,0.205474708198959,0.201204427422157,0.0402405572057423,0.58541507713355,55.8376935680707,1,0.0958108504898625,0.850229071026863,0.655929127221556,-0.183143083367325,0.460331119866556,0.896040569716222,-0.0476723264929952,0.474443656409775
"37","Augochloropsis",7.11457581444589,58.0630651718391,-1.13604920473794,-0.347003020102648,-0.270426197597852,0.292755618973265,0.354528410968913,0.236351786502607,0.445885442140688,32.4417190551758,1,0.347576156621481,0.850229071026863,0.706803193636329,-0.150701496834343,0.778664046197916,0.763054213152071,-0.117444605378825,0.846873814486058
"38","Augochlorella",7.11457581444589,58.0630651718391,0.0890295013076411,-0.917814153946477,-1.39466814157908,0.492737865470381,0.342901147811922,0.0628469510038205,5.19281778665892e-05,4.13529631694158,1,0.130931147924626,0.00181748622533062,0.399391095098418,-0.398601622471657,0.885135551964497,0.247915295495768,-0.605696677974056,0.839192210136435
"39","Augochlora",7.11457581444589,58.0630651718391,-0.167534197847585,-0.160958781783139,-0.765461885272711,0.451673038918881,0.304007337671704,0.721662825212378,0.0119972623634492,39.8245649337769,1,0.796386629528291,0.0839808365441446,0.851327160571508,-0.0699035107422869,0.772510355002878,0.465119049713768,-0.332435872881199,0.712579300295744
"40","Trigona",7.11457581444589,58.0630651718391,1.59604993506453,0.100032732121099,NA,0.25768218142698,NA,0.69827137339731,NA,35.1991310119629,1,0.793490197042398,NA,1.10520709325601,0.0434436635698993,1.20292749843796,NA,NA,NA
"41","Tetragonisca",7.11457581444589,58.0630651718391,-2.25816686157679,-0.463291663773337,NA,0.425433193810293,NA,0.278071052891885,NA,2.18293118476868,1,0.386209795683173,NA,0.629209088245962,-0.201205013088537,1.69190323560395,NA,NA,NA
"42","Paratrigona",7.11457581444589,58.0630651718391,0.601165411662594,-1.06761629517315,NA,0.876321987156192,NA,0.225951151247191,NA,4.15469789505005,1,0.342350229162411,NA,0.343827123747642,-0.463659865783694,1.3253083072794,NA,NA,NA
"43","Osmia",7.11457581444589,58.0630651718391,0.887205209135045,-1.58174029568913,-1.12532843535412,0.23602663311041,0.292839841265607,2.60413912656077e-11,0.000125035620383684,6.95602383216222,1,1.30206956328038e-09,0.00218812335671448,0.205616952359636,-0.686941082221805,0.546380440943518,0.324545857518446,-0.488723929803114,0.613635430219791
"44","Lasioglossum",7.11457581444589,58.0630651718391,2.89924977306329,-0.108102931223178,0.124904341672906,0.16434920097909,0.198741072436704,0.510740043606937,0.529738451551732,1.26222247633669,1,0.638425054508672,0.850229071026863,0.897535207278921,-0.0469485065077931,0.430199934020961,1.13304006316574,0.0542452663543014,0.471007628887057
"45","Hylaeus",7.11457581444589,58.0630651718391,0.16241788978462,-0.509296289188547,0.818573020228387,0.217367662665548,0.28753736848724,0.0192122505574566,0.00445423645535548,10.810516500473,1,0.0686151805623449,0.0519660919791472,0.600918302763568,-0.221184568048389,0.554744685835456,2.26726219077041,0.355501745720067,0.6213473784702
"46","Exomalopsis",7.11457581444589,58.0630651718391,-1.83921510120958,0.405661159190314,NA,0.350554375648797,NA,0.248445963065953,NA,3.73940086364746,1,0.354922804379934,NA,1.50029410545213,0.17617640295883,0.870779006039641,NA,NA,NA
"47","Eucera",7.11457581444589,58.0630651718391,-0.859262992936603,-0.221459464805139,-1.15695332727501,0.537004801557102,0.589577751730935,0.680117880632925,0.0499414176005697,5.74797883431117,1,0.790834744922006,0.248005606998702,0.801348404303315,-0.0961786235301194,1.0754781524764,0.314442727081263,-0.502458445855143,1.25894050798535
"48","Ceratina",7.11457581444589,58.0630651718391,0.878900616702632,-0.458953614659085,-0.853154101778579,0.286986319953489,0.33488480146821,0.109941159134463,0.0109259533718169,3.73984185059865,1,0.203594739137895,0.0839808365441446,0.631944557183385,-0.199321022295992,0.648192097923925,0.426068945556575,-0.370520118615562,0.723580896505207
"49","Anthophora",7.11457581444589,58.0630651718391,-0.491589639753562,-1.00054374289874,-0.0667104846239242,0.234199797839474,0.251563803124881,2.04855112628799e-05,0.790902187435539,3.9927730679512,1,0.000346888614552454,0.921079962426477,0.3676794637108,-0.434530626443751,0.685077223344592,0.935465993924613,-0.028971995357262,0.705897468172301
"50","Andrena",7.11457581444589,58.0630651718391,1.50825082763293,0.0541285326083331,-0.109188956364895,0.239878161314248,0.257313445187241,0.821493255224844,0.671355234069293,40.7639926671982,1,0.845185313392094,0.870275303423157,1.05562027506306,0.0235077230253193,0.546606001696602,0.896560990585905,-0.0474201612340489,0.598912759585957
